--A5CBF3ABBB21A68A500F9EF137F51D72
Content-Disposition: form-data; name="activation-info"

<dict>
	<key>ActivationInfoXML</key>
	VTdCaHF5d1NSMEJXQ0xBODhiVUpYQ1JWbURPZ09mbGFtaGp0Sm9VTXB4TXNJSVlPTHMx
	MEQKCQlRQ3ZFU0k1WWt1dTVnaWFSemtHSUZYSGJyNXcrR0NPR2RBQUVxbTAyL1NNSW12
	WitIREt0VTlFbVcyOXcKCQlIVUpHMjljb2NGQUhQVTVyM0VueWdVQytMTnNoK1RoRlZR
	VWUrTXQ4MFRqRjUvTVRMTk5veFFWUnRvaHAKCQlBMSs5ZlRYcFRORXNPNVMzSGVVVUZs
	UkVhbjhOQTNzQlFiQzJ1RDN1aHlxeDNKci92QzBmZ25sR0M4bUwKCQlER0s0YXg5bzhT
	REpjdTVTWEllYkNrRWxhdTdWVzhDeGc4MllCNDlDaFJZRFZoaVptVUtSd2ZxNngrTkEK
	CQk2UmVFMnhpMWNvK0VSRGJTeHNUYkdzRkFiMFhPZ0xibWIvZHdnWFllMGsrZlljMFI0
	YnVEOVdMKzZKR1oKCQlkN3JmVjN3WTd5K2xFZU45bEVieGhmTE1ia2R1dWRoN2xJVThW
	dUlLUWRxTHVwU2Q5WWNNZE1WSkZiNGgKCQk4SUZDSEQydWlUTWJCODA2b1oxWG9EbzdQ
	LzlZeUY0Ky9uRGVyNFBQNUordlVZaE8wbmxTZnplZXc4V0UKCQlhNGhQWWVVZThZd1Y2
	ck9NRFJoZ3JwZVFoKzNIYStXTEJrQXR2OXBKaWk0RWdyTTBZdWtxbXNMdWpiMzUKCQls
	VWk1WHoycGtQeS9pNWNiWWg4QVUwK2ttaTRick15OHB5eHYvSGt1WDNZMG0yUFBtdUJy
	dUJMMTRGMTMKCQljVEFtdm5PS1BTWndodTJXRXJsb1VPZ1hXeE9PWEkvNVFZUnAzbk9I
	ZFlSUGdpamp5L0x6ODlDU2JJeWQKCQkvNjJLR1pkNFMrUjBXODFaNzE3eHo5ZWUxUGNT
	V0krWmpMakFYWVpSUk1FN0NZUGk1SittWW52aWcwRHcKCQljNEpBaWZhVVk3VTFXS2xQ
	c29VRHVJU2gyekZuaC9YVW9TdDZzOTRWakVYOTBBdDFwR3pFQjNFWngxSjkKCQkvc2Rr
	UGVvYm5qL2xFT0IvNGtzSmpQVTRsNHljRERwZmNWNE50Qk9LKzRzREltQjBDUW5rZmNQ
	dGg5UWsKCQl2M2RGNHBrWnRtUTk3dGRxWlVKV0NvcDBBNDRJcGoyZFF6UlhhRlJ1MWky
	cWZBRmxJM1dVQnI3R3k0TUYKCQl2SzhZbHY2NTYreThSUTBvdlpjWGpVMmY5amhTWldQ
	ZDIwZTEwZCt2ZW5qaHd2M21wcnBPOC9iNzNvYTAKCQkvMFlVWjV1azdiWlZDdDJJNlNF
	NkxIbHgxUm1ZaWg3Z1E5a0ttYmhXUEZ2dkJZOCsvaEd2Ui9PTFdraGwKCQkzdGpqaFp0
	dDQ5ekFVWEdqRDcxUFhrZ2RkMjFTYVB2L1BpSC9jOVBCdE1zWTJHVTkybHQxeGMwekFR
	TU0KCQljUGhhOHhSdUIxYXBwLzAvdXBJT1IxbnNQQU9aazFaOHM3YWlWUmpsVVQ4MW5t
	dTdmMVZOV0tRelZmcTUKCQlRVVBYUnZqeWk0TTE1dEtINmMvOFIxb0FrR1ZzY1JjcVNM
	M09SZExvVnlwVEZlL05VeHlxMGRWY3MwZEgKCQlHeitPaWdKMEtRcXVjL1liZ1BMdFZS
	cTVnWWxzak5pOVl1akViaXhoSVhxYi9MZkM3MXdhOGFSSEFFRTQKCQlmVnRVNVNmNnF1
	M1FOS1BqUTJreG5jR0pTa3pKSDNZZ012UDhYZ1FvM0kyU1FCaFBqM2VIRkpyWCt5VEkK
	CQlmOXVzZlBqbjU1Q1hKclZ6YVZCVzhDZHRvVWtrMThqRyt2T3BjK2tQTUFacVgvMStU
	eUxaejc1WGxTYm4KCQkxdkw0L2d0U1JjYjROS1BJcVg4NkZvUmNtazhFd0RKQS9mbFhT
	S0FiY0JrY3lUbDN2MXdsNXFDc051VEwKCQl4cm5NLy94dldtVTdUYjlmL25mRDNPZk4z
	M2tGeE5tSVVLT3c1SjZmTncrbEM4SE43NTRhS3ZDNVc5WlgKCQlod1RNVk11UXlndmZD
	SmlSQXYwUEVndldQckRyY1ZLUzBzbWpSbUplVGlibnl0eFdsWmVxNzE5ang3SWkKCQk1
	M3hoK1pDQUpxVmREODU3b3dkNk9EMForQ0tONGFTUnFPUm1IVElpczVkM1VXUG1QQ1V3
	Q2trcCtwWk0KCQloSVhhb0xkWE9CQlRBNi9hTEJUSWhGQWNpTVA4N0pvSTBWUkNabm9m
	VHRtWWd5WmtnZGVNc0dNMGJ5R2YKCQl2ZnJSWE5paUVpc0N6b2FzbnhXZFhPZUtURjdw
	cVJoWEpiYXRPV2hnd3RlVWoxWmlpazl5M3Y3a2FlaVIKCQlITC9qZEwvNlFnd0JuNDNE
	SlNxYmt3WnhRYVVmdlpUc0p0b0VZb2cwWnEwMkJyS2IxOHFxT0p5TG5LQzIKCQl2cTVq
	a0FxYmNzMkFvb2syNjU3TDlYcTc4UldyN3N6bWVFMjNEVGJlcEZEcjluS0RLUStIejMv
	cVZaRmoKCQlXMFQ2SWEwbjhWeFRuYUY0VUdEckdmU0p4OGs0azlHY2ZHWitvdUZmL3hI
	aXBWZ3lZQkpNUUlraEF4YksKCQlKSC9rTG4rRkppTmdqTVd1ZHRZUXVjS0FPR1EvbHd2
	RFNTRmtLNnkvaFdyRFVPckVlVGI3dlNtOGZ4aHgKCQk0aFZaM0ZqdDJKeXRrUmYzaXlW
	Z0x6az0KCQk8L2RhdGE+CgkJPGtleT5XaWZpQWRkcmVzczwva2V5PgoJCTxzdHJpbmc+
	YzA6ZDA6MTI6YjU6MmI6ODY8L3N0cmluZz4KCTwvZGljdD4KPC9kaWN0Pgo8L3BsaXN0
	Pgo=
	</data>
	<key>FairPlayCertChain</key>
	<data>
	MIICxDCCAi2gAwIBAgINMzOvBwQCrwACrwAACDANBgkqhkiG9w0BAQUFADB7MQswCQYD
	VQQGEwJVUzETMBEGA1UEChMKQXBwbGUgSW5jLjEmMCQGA1UECxMdQXBwbGUgQ2VydGlm
	aWNhdGlvbiBBdXRob3JpdHkxLzAtBgNVBAMTJkFwcGxlIEZhaXJQbGF5IENlcnRpZmlj
	YXRpb24gQXV0aG9yaXR5MB4XDTA3MDQwMjE1MTczMFoXDTEyMDMzMTE1MTczMFowZzEL
	MAkGA1UEBhMCVVMxEzARBgNVBAoTCkFwcGxlIEluYy4xFzAVBgNVBAsTDkFwcGxlIEZh
	aXJQbGF5MSowKAYDVQQDEyFpUGhvbmUuMzMzM0FGMDcwNDAyQUYwMDAyQUYwMDAwMDgw
	gZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBAMItpElXR5LEZHl6nampVJ2vK52FNvWV
	UPzB7fpEA1nlsbZnJbhvYMWy1g9jF4F39irxEDGVTcXWbihhpXSnlclysQdZ4/DcbDJK
	PsyGdo9aMMPbdy91dpIxTxZs66XJZfTA9jhYRWih22cLAQzWwe/urS6NvDzAjgUUyoBI
	7e8tAgMBAAGjYDBeMA4GA1UdDwEB/wQEAwIDuDAMBgNVHRMBAf8EAjAAMB0GA1UdDgQW
	BBT8e3f9V3tlTvFCvTFB33VOBj2JsjAfBgNVHSMEGDAWgBT6DdQRkRvmsk4eBkmUEd1j
	YgdZZDANBgkqhkiG9w0BAQUFAAOBgQAu4A+hdIB002KcTdaFvkXSHKk/WsLc/AvEC0hT
	Ixl2zyC12xx/fJRrL/4LF0Yu47rszTfBtbFDlWeLTN3mED+/3XaiCPFNAZp3oReuljcY
	6BmoaHViaJ9Ql0Q0VK3gAfbJyghKY1JE1fzLQIf2CKdF7q2cUMnyoVxixck9RMUBzjCC
	A3EwggJZoAMCAQICAREwDQYJKoZIhvcNAQEFBQAwYjELMAkGA1UEBhMCVVMxEzARBgNV
	BAoTCkFwcGxlIEluYy4xJjAkBgNVBAsTHUFwcGxlIENlcnRpZmljYXRpb24gQXV0aG9y
	aXR5MRYwFAYDVQQDEw1BcHBsZSBSb290IENBMB4XDTA3MDIxNDE5MjA0MVoXDTEyMDIx
	NDE5MjA0MVowezELMAkGA1UEBhMCVVMxEzARBgNVBAoTCkFwcGxlIEluYy4xJjAkBgNV
	BAsTHUFwcGxlIENlcnRpZmljYXRpb24gQXV0aG9yaXR5MS8wLQYDVQQDEyZBcHBsZSBG
	YWlyUGxheSBDZXJ0aWZpY2F0aW9uIEF1dGhvcml0eTCBnzANBgkqhkiG9w0BAQEFAAOB
	jQAwgYkCgYEAsmc8XSrnj/J3z+8xvNEE/eqf0IYpkAqj/2RK72n0CrnvxMRjyjotIT1S
	jCOJKarbF9zLKMRpzXIkwhDB9HgdMRbF5uoZHSozvoCr3BFIBiofDmGBzXmaXRL0hJDI
	fPZ4m1L4+vGIbhBy+F3LiOy2VRSXpE0LwU8nZ5mmpLPX2q0CAwEAAaOBnDCBmTAOBgNV
	HQ8BAf8EBAMCAYYwDwYDVR0TAQH/BAUwAwEB/zAdBgNVHQ4EFgQU+g3UEZEb5rJOHgZJ
	lBHdY2IHWWQwHwYDVR0jBBgwFoAUK9BpR5R2Cf70a40uQKb3R01/CF4wNgYDVR0fBC8w
	LTAroCmgJ4YlaHR0cDovL3d3dy5hcHBsZS5jb20vYXBwbGVjYS9yb290LmNybDANBgkq
	hkiG9w0BAQUFAAOCAQEAwKBz+B3qHNHNxYZ1pLvrQMVqLQz+W/xuwVvXSH1AqWEtSzdw
	OO8GkUuvEcIfle6IM29fcur21Xa1V1hx8D4Qw9Uuuy+mOnPCMmUKVgQWGZhNC3ht0KN0
	ZJhU9KfXHaL/KsN5ALKZ5+e71Qai60kzaWdBAZmtaLDTevSV4P0kiCoQ56No/617+tm6
	8aV/ypOizgM3A2aFkwUbMfZ1gpMv0/DaOTc9X/66zZpwwAaLIu6pzgRuJGk7FlKlwPLA
	rkNwhLshkUPLu7fqW7qT4Ld3ie9NVgQzXc5cWTGn1ztFVhHNrsubDqDP3JOoysVYeAAF
	2Zmr1l6H6pJzNFSjkxikgzCCBLswggOjoAMCAQICAQIwDQYJKoZIhvcNAQEFBQAwYjEL
	MAkGA1UEBhMCVVMxEzARBgNVBAoTCkFwcGxlIEluYy4xJjAkBgNVBAsTHUFwcGxlIENl
	cnRpZmljYXRpb24gQXV0aG9yaXR5MRYwFAYDVQQDEw1BcHBsZSBSb290IENBMB4XDTA2
	MDQyNTIxNDAzNloXDTM1MDIwOTIxNDAzNlowYjELMAkGA1UEBhMCVVMxEzARBgNVBAoT
	CkFwcGxlIEluYy4xJjAkBgNVBAsTHUFwcGxlIENlcnRpZmljYXRpb24gQXV0aG9yaXR5
	MRYwFAYDVQQDEw1BcHBsZSBSb290IENBMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIB
	CgKCAQEA5JGpCR+R2x5HUOsF7V55hC3rNqJXTFXsixmJ3vlLbPUHqyIwAugYPvhQCdN/
	QaiY+dHKZpwkaxHQo7vkGyrDH5WeegykR4tb1BY3M8vED03OFGnRyRly9V0O1X9fm/Il
	A7pVj01dDfFkNSMVSxVZHbOU9/acns9QusFYUGePCLQg98usLCBvcLY/ATCMt0PPD509
	8ytJKBrI/s61uQ7ZXhzWyz21Oq30Dw4AkguxIRYudNU8DdtiFqujcZJHU1XBry9Bs/j7
	43DN5qNMRX4fTGtQlkGJxHRiCxCDQYczioGxMFjsWgQyjGizjx3eZXP/Z15lvEnYdp8z
	FGWhd5TJLQIDAQABo4IBejCCAXYwDgYDVR0PAQH/BAQDAgEGMA8GA1UdEwEB/wQFMAMB
	Af8wHQYDVR0OBBYEFCvQaUeUdgn+9GuNLkCm90dNfwheMB8GA1UdIwQYMBaAFCvQaUeU
	dgn+9GuNLkCm90dNfwheMIIBEQYDVR0gBIIBCDCCAQQwggEABgkqhkiG92NkBQEwgfIw
	KgYIKwYBBQUHAgEWHmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9hcHBsZWNhLzCBwwYIKwYB
	BQUHAgIwgbYagbNSZWxpYW5jZSBvbiB0aGlzIGNlcnRpZmljYXRlIGJ5IGFueSBwYXJ0
	eSBhc3N1bWVzIGFjY2VwdGFuY2Ugb2YgdGhlIHRoZW4gYXBwbGljYWJsZSBzdGFuZGFy
	ZCB0ZXJtcyBhbmQgY29uZGl0aW9ucyBvZiB1c2UsIGNlcnRpZmljYXRlIHBvbGljeSBh
	bmQgY2VydGlmaWNhdGlvbiBwcmFjdGljZSBzdGF0ZW1lbnRzLjANBgkqhkiG9w0BAQUF
	AAOCAQEAXDaZTC14t+2Mm9zzd5vydtJ3ME/BH4WDhRuZPUc38qmbQI4s1LGQEti+9HOb
	7tJkD8t5TzTYoj75eP9ryAfsfTmDi1Mg0zjEsb+aTwpr/yv8WacFCXwXQFYRHnTTt4sj
	O0ej1W8k4uvRt3DfD0XhJ8rxbXjt57UXF6jcfiI1yiXV2Q/Wa9SiJCMR96Gsj3OBYMYb
	WwkvkrL4REjwYDieFfU9JmcgijNq9w2Cz97roy/5U2pbZMBjM3f3OgcsVuvaDyEO2rpz
	GU+12TZ/wYdV2aeZuTJC+9jVcZ5+oVK3G72TQiQSKscPHbZNnF5jyEuAF1CqitXa5PzQ
	CQc3sHV1IQ==
	</data>
	<key>FairPlaySignature</key>
	<data>
	ZDl7vQQWks1XiXBcxlvb1vKpaDIQEPJbf7SSw6Ja40MAHxkwk3uZpkH6/UKxcAKAH33X
	hDQHPoL3v8eYqYCjLq/s4L5eIdK/xC05Z53se59eRbO8eCDyt1PcA4BPtHbLA/yom58U
	I4z5rfpBn5sJFqFsT7BwlYuo8RrPaIiVECo=
	</data>
	<key>RKCertification</key>
	<data>
	MIIEPwIBAjCCBDgEIP4C3sqQtP1S2hwBZzCoHcsoH2xNu5c+a4Q45oJ1MKF3BEEEVNJ8
	GNOUg4ExlQNF3pEzV65dCFRjowf8fcXnK/TYbErlgd6cJbgfuJbYq8xZ4QtQzdJhI0Zh
	NM3qjjWnYumztgQQaVRwOF9gCE3719mdjbVX4gQQLexrxWxZCl/mwEBTrEqSXgSCA6sr
	Sl35JVM7BP21FRmDpO7mFm0n/yThvEou7zM/s6HfG8EjQMBHF7jWvrEXZ4Q8Oayrw5vw
	ap/xrWYDSCsDekg6fTVkuKLcylI3/K8UuQ89SI/CWGwj+J2xuIuZsqWcdrx4aO2pb3Wp
	dkY+PplN0CR1IwIyBnXDlKFVeawr0TiHxoxmDXvFAYwRGZtJ4Xb/RuSsaPVKY0/lOIbL
	7gBVk9/l8zZg45WX5na8VFv4YfB5o+rmz3LlTXiu4HAn8y24k89RA7wDF4QU/dmbLHIc
	Lc4fJCoLlL7V1xBDjpiIHJ7mTMDuU+1lPEdwZj4W0aGSQg5CSVidOXBDrbG8kWFiDjQU
	IMmi57RAShmf0trNP4b8dnGosLMk+o9Rh1c+AtmK2muFAt3gKGiXScmCSxTJYLS96cfY
	Ablu9OLKFUxpsA7fPB8Ewq0zzR1IKl5LwMYAvfZVC2PKQ6k3TMtKem+80jqAIaRFJeKY
	1VLxrWdR0v7hkOYLfYj6sCSwwDn6/CeTIRa4p7IWvTjG2QjwJIJ64of/iC82lInvjqxO
	ujcoSzTSp3xOtt4VNQwTo1eRwJY7v7szMTU9U9bAzWVfQEPvXJLXFiIYEuB3aeXHuRCW
	+dFeayrUrZzAKRsaeD5CWtuAD9agiMnwtEhhQxRk/08K2aIFDMWppREerEgVEiQqYspe
	YkVByaVEaMmTUge2BsBwV9s4GWHRPqWkOny1MBFQh4Cxfa7z75t8wbV89GBGMPJCJiU4
	XDDMUqlNACp25ijVAylcSQEBqalEPByy+IUyt+4FKLvgaodWpp8FO+pSgJ3yKxsO1KbV
	75/+78blfe32TYONqcM70LuJukAQOJkA9/fc4KsOdfTA6c4qCMRzWCPMCbOVm2chW2sU
	lU6bJhccxr6bScvf0crsHkx4mDouFcCPG5jHol75RvgWHmtXu3sWkWfqcq2koq2eG5RA
	fMwG12Hw71v90M5Lkw6Oat3FhlAIvOTp3ntBMSQuVo102jvjk2aTS8ZMZ90enC+5Mrq1
	PRqyqhg28E9EP1t/1WCKFpsCvvOv/oOEfI3gP6z69fUsST9tO4v+QGcrP9CCnAg3YiM2
	qQN7Ue31CVodkmJjquKqs4tGWJ4mkeuKowF1Kun/KIs9UTp3qJOaUOT89eTgh3BfnLlX
	49HX36do633RCmdz0SVllOeR+OZzpKmg+fKJvlnYzhEb9nKyFYtAYhHbAkswJLN1KhVY
	sbmY17rgSpv30uoysVr54LXBskk=
	</data>
	<key>RKSignature</key>
	<data>
	MEYCIQCQUuojsj9WVZpxrIzxE8wgc9SdfxcGAb17HeQeR90o/gIhAPpQXDSNMGBksvHC
	+npY0Oz13DyHNC//tB/4CP+rXLl/
	</data>
	<key>serverKP</key>
	<data>
	A05R4OoqhIV/gKxjX8CMU5lCPwJzgibztKpyvjM7n/k0/h48wWqrG74RGgXz9nQN6SsL
	Yf1c+0HQsbq1u3ecIXY55IFU
	</data>
	<key>signActRequest</key>
	<data>
	l6NwVIKb0NWhMrnOgdriKA==
	</data>
</dict>
--A5CBF3ABBB21A68A500F9EF137F51D72
Content-Disposition: form-data; name="InStoreActivation"

false
--A5CBF3ABBB21A68A500F9EF137F51D72--
