--4A6BCE41E48D9AC90C5064C02308EA9B
Content-Disposition: form-data; name="activation-info"

<dict>
	<key>ActivationInfoXML</key>
	QTRpa3ZMMW4wWk01bk1XZW5QeG14V0xibkpaYVczQmhRRktDVnRrWVh0bUJ2M203N1Br
	CgkJa0ZuZys0UjZvWXRFazN4RkN3OWRWSEdSY0JQV0UzUXJXRVdkMUZWSzcvZDlXYW8w
	MTkvNVU5NzYvVmxwCgkJMWpPUkxJMG9SbERkNU80a0txclJRUFY2T2Q4RGppZVZyeFpW
	T0lRZU9vYUhWYWt1UEUwSkJlWDlRNnMzCgkJaVNYRVFjd1I4SkpnM2xrQXRweWU2NTJ1
	RkxyeFBIb3pIaFppZDZvR0l3TVF1WVRwWTgzYWV2UnhxVXh0CgkJaitlYXJYSXprYk5J
	bVd2REhSL1pmM1JXRnBNM0x4ZHlDTExtNmd1ajlyTWw4TFk0SmU3ODAwVEdoaUs5CgkJ
	Q1luOWlCQ09XNWZZTlpIY3FXZXJzWVlicDhQWml6blVCVzBtTEk1RWtrZ0VEZGZ1UGdq
	OGVmRVFWL09SCgkJY1BTQXRIVzhDeEc5RHMyRUJsZ1lpMS9Qb0ZUNlF5N2ZRb1NFZ0tU
	WWlmNWljMHo4aWJZT1lvMU5NQ2o0CgkJYTJZQXZuL0x4RXZqang3Y0IwL2RXUWtoWkhW
	dXpHdmlEdDlHZm01eldkT1lwcyt6YjBPMUxqRWZPeXgyCgkJS21xejB6V0wvdWp1NXRx
	UWVZUUlYUWRYc3pZR01ZWGpFQzZzekhFNy9zUUxGT001RWl0L1JIZDJzN3NlCgkJUTR1
	RjArdXFHZGF2WG1pclIrYkVIZXhMbWJQcFV3dkwva2lIWWY1TUtiVnM4ZUZwWXhLWUpv
	Z1lPQWlHCgkJUWdpTzZrMFo5V3ZVVVI0ZFdzZCt5YytyUXhnclJMa1pNTUhSdlZMMlk5
	bUsxS05YZU15YmtvWFJPK05GCgkJMGI3aVR3RU9NRWZHb3FwdFlGTU95VXVvZ09kSkdX
	Zm5wU01BZnFwWmM5RHd3Sm5qaVZIRnlXM2VwVE9tCgkJRVM1OW5NRjN4M2l4V0djWTN4
	ekZRYXhiWkFHdWlnWUVlaGJ2WUZSNUJlb3NxdVh1MDFMcVN1MWxLZlcwCgkJSVdNT0Z5
	YjgrSS90dmFPOURySTRzSG1tcUxXcmt0OUh1RWZEbXdjVG03V01nZzh6c1c1WWp1MFpF
	VG1kCgkJWFpUZEcrRzJDc2NaNjRDZnc2S2FPZlhDUy9jWnNTNFcwb0Vzd1NmcXp5Umxw
	cDgvWEwvbTBKeDh5V3lGCgkJM3F6TzY5SlAvVXRxUk9aNlR5MVE4UUtaSDFBZjZuUElO
	NCsyVnpuNEFFVG5UcjB3aUFCaUo3cTNjbFlYCgkJQmNMWXNkMVFRMmNFbnhZK0paSWVB
	Umt1d2JndEZmUjRKaVRjNFljVUZRa0MwbkE3cmxabkQ2bm5yb3pkCgkJbk1uRVlOZm9M
	UFRZcUVXSENJb1V3cmNySHZQcDdmOVRwcVNxalpGeituL2x1S2tXak83R3M4RmFwZi82
	CgkJajdCa3FESXBMSjRKOWVwUkoxeEVMZHNqaXJpaEp2VzZzZnN0QWZ6R2E2M1pEQlBm
	S3VYeFlrZ1NzczBCCgkJWjg5QkVBdWpHMjdpNXZaT09WWUtCc1pDMklHcGJrQUhxbWM1
	aFhaQ2hlcmNySnRwRUZvbUZyTHF1NVhWCgkJTU9HdjdWYVlkMW9IMG5XOVlxVkRGUU5t
	dFpWMTlCL29NeWxMVHdJd1g5Z1ZUekhtMjBPd1R2SDY4U1hVCgkJN1QraGpKSkJYQnEr
	eU9kbHhpSXN0eVdPMG1vQ1BwWkU2MkRUd3RuMGlHLzRYN3RjQkZCVDVpeFl2MUFDCgkJ
	eGVBaTUxQWtWVmZrZnFtbkhqUjlaZXdJZ0k1SjNDdlNEbi8wcHpqWTQvZXprNTJnOXZT
	K0Y1VjFMbDByCgkJMTBnZ3U0Tmx6SnFzL0ZrZmlQZ0J6YnJqbHYrYklVZzdVb3RISUdF
	RFQ1U1BWWlJnSDVHa0ZSd0kxM3VtCgkJZmpST3VVRWFiOTFJU2ZlaGFsSDA3Tkd1RVhR
	ZE1jRDZFdFNUbndUWXpNaE9yZmlieWRyUXZESE9RR3g4CgkJbkRSZ1R0WkVtK3RGOTZQ
	b3RPU2dGSFltUUNLUUNSUUJtcGY3Mnc4d2ZwZktwQVFMRnhWL2tNUHBIUDN5CgkJTVdS
	dGd1WlFMT0tURVFkeWJCYkVEbkZTY3VhRDRibTJQc1k1WHpFeEp1YVd2b2d6NDAxeE1X
	M01OdVNtCgkJTFFRdmhvM2EyNHh2VFNHZE1xMzFxVjhYWFQzWW8wT2VMV2JCNWJodE9X
	WFl0elN4NXFBdExzZm5oaloyCgkJcVFOeVduMmhNcFZObGJMVE90V2VZRVVzcDg0VkRE
	UVFTRXJRNTBRdUtKYXVYK0p5ZURwd1IvdEtiQWl0CgkJaUxsbkdUeDZpNEY3OHR3ZmF2
	Sm4yUmhNN1VRV2x3TnUwbVU2MjB6ZFhlNjRVZ1psY0RRZjBvVzBBMTFpCgkJZEFjdXVF
	Ly95T1VXMUJXdlZuTXo3VU8xYjQ5TVVhK1FYdm0wSDZwNCt4U3hIZ25CYVc1MStWVG96
	L1VCCgkJVUdVUnB6RW9pMEZIS1hVSWdvZEl4MVZwTVRyNk00RHF6NmtlbUxqZE9IaEFT
	czNobEVlOFJBS1krejJCCgkJMWFXN29PMTk4Vk1rV3U0cmdnMjJ6UWU0OHpGODFjcXJu
	emdkdE9vNkJuU0JneXR4RUFobXBFRTNvS3diCgkJVmFObE40bFJqNmRpdm1MblVwVTBD
	OE9xCgkJPC9kYXRhPgoJCTxrZXk+V2lmaUFkZHJlc3M8L2tleT4KCQk8c3RyaW5nPmMw
	OmQwOjEyOmI1OjJiOjg2PC9zdHJpbmc+Cgk8L2RpY3Q+CjwvZGljdD4KPC9wbGlzdD4K
	</data>
	<key>FairPlayCertChain</key>
	<data>
	MIICxDCCAi2gAwIBAgINMzOvBwQCrwACrwAACTANBgkqhkiG9w0BAQUFADB7MQswCQYD
	VQQGEwJVUzETMBEGA1UEChMKQXBwbGUgSW5jLjEmMCQGA1UECxMdQXBwbGUgQ2VydGlm
	aWNhdGlvbiBBdXRob3JpdHkxLzAtBgNVBAMTJkFwcGxlIEZhaXJQbGF5IENlcnRpZmlj
	YXRpb24gQXV0aG9yaXR5MB4XDTA3MDQwMjE1MTczMVoXDTEyMDMzMTE1MTczMVowZzEL
	MAkGA1UEBhMCVVMxEzARBgNVBAoTCkFwcGxlIEluYy4xFzAVBgNVBAsTDkFwcGxlIEZh
	aXJQbGF5MSowKAYDVQQDEyFpUGhvbmUuMzMzM0FGMDcwNDAyQUYwMDAyQUYwMDAwMDkw
	gZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBAKr7DLjhwmoN9fcRzxMqoXsKyt6xQEGA
	wUoDOOOskRi6ZfVsNNTMxBXA8kI5ScpKPlg0z96dSqFUJ7FMXVs83i/aEXvQ8a52umhh
	/ePfcVury6vdObxqYATGMdoMKaxxXbr9NRFqSDECtpvRMDi49F62I96nbOf2zb3yEm0g
	0ZSVAgMBAAGjYDBeMA4GA1UdDwEB/wQEAwIDuDAMBgNVHRMBAf8EAjAAMB0GA1UdDgQW
	BBT/NPaEGuRncuvyoUVf488EOPPC3zAfBgNVHSMEGDAWgBT6DdQRkRvmsk4eBkmUEd1j
	YgdZZDANBgkqhkiG9w0BAQUFAAOBgQAAj3smp0V6bUhZNBX0Gsxlrt47Bor099LB1RQl
	TdBMBUBiLXcVwaXjOXknQ4oCBrNxAzqPaBsDNNGsbuQu6fjdVhMwvLjKwUPMi+ojCXIm
	hLCtin9ZJzB9HOyUdTZmgIz7dQi5liss+zp/A21njslV/zok8jaQUr9pJfkiW0PIwTCC
	A3EwggJZoAMCAQICAREwDQYJKoZIhvcNAQEFBQAwYjELMAkGA1UEBhMCVVMxEzARBgNV
	BAoTCkFwcGxlIEluYy4xJjAkBgNVBAsTHUFwcGxlIENlcnRpZmljYXRpb24gQXV0aG9y
	aXR5MRYwFAYDVQQDEw1BcHBsZSBSb290IENBMB4XDTA3MDIxNDE5MjA0MVoXDTEyMDIx
	NDE5MjA0MVowezELMAkGA1UEBhMCVVMxEzARBgNVBAoTCkFwcGxlIEluYy4xJjAkBgNV
	BAsTHUFwcGxlIENlcnRpZmljYXRpb24gQXV0aG9yaXR5MS8wLQYDVQQDEyZBcHBsZSBG
	YWlyUGxheSBDZXJ0aWZpY2F0aW9uIEF1dGhvcml0eTCBnzANBgkqhkiG9w0BAQEFAAOB
	jQAwgYkCgYEAsmc8XSrnj/J3z+8xvNEE/eqf0IYpkAqj/2RK72n0CrnvxMRjyjotIT1S
	jCOJKarbF9zLKMRpzXIkwhDB9HgdMRbF5uoZHSozvoCr3BFIBiofDmGBzXmaXRL0hJDI
	fPZ4m1L4+vGIbhBy+F3LiOy2VRSXpE0LwU8nZ5mmpLPX2q0CAwEAAaOBnDCBmTAOBgNV
	HQ8BAf8EBAMCAYYwDwYDVR0TAQH/BAUwAwEB/zAdBgNVHQ4EFgQU+g3UEZEb5rJOHgZJ
	lBHdY2IHWWQwHwYDVR0jBBgwFoAUK9BpR5R2Cf70a40uQKb3R01/CF4wNgYDVR0fBC8w
	LTAroCmgJ4YlaHR0cDovL3d3dy5hcHBsZS5jb20vYXBwbGVjYS9yb290LmNybDANBgkq
	hkiG9w0BAQUFAAOCAQEAwKBz+B3qHNHNxYZ1pLvrQMVqLQz+W/xuwVvXSH1AqWEtSzdw
	OO8GkUuvEcIfle6IM29fcur21Xa1V1hx8D4Qw9Uuuy+mOnPCMmUKVgQWGZhNC3ht0KN0
	ZJhU9KfXHaL/KsN5ALKZ5+e71Qai60kzaWdBAZmtaLDTevSV4P0kiCoQ56No/617+tm6
	8aV/ypOizgM3A2aFkwUbMfZ1gpMv0/DaOTc9X/66zZpwwAaLIu6pzgRuJGk7FlKlwPLA
	rkNwhLshkUPLu7fqW7qT4Ld3ie9NVgQzXc5cWTGn1ztFVhHNrsubDqDP3JOoysVYeAAF
	2Zmr1l6H6pJzNFSjkxikgzCCBLswggOjoAMCAQICAQIwDQYJKoZIhvcNAQEFBQAwYjEL
	MAkGA1UEBhMCVVMxEzARBgNVBAoTCkFwcGxlIEluYy4xJjAkBgNVBAsTHUFwcGxlIENl
	cnRpZmljYXRpb24gQXV0aG9yaXR5MRYwFAYDVQQDEw1BcHBsZSBSb290IENBMB4XDTA2
	MDQyNTIxNDAzNloXDTM1MDIwOTIxNDAzNlowYjELMAkGA1UEBhMCVVMxEzARBgNVBAoT
	CkFwcGxlIEluYy4xJjAkBgNVBAsTHUFwcGxlIENlcnRpZmljYXRpb24gQXV0aG9yaXR5
	MRYwFAYDVQQDEw1BcHBsZSBSb290IENBMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIB
	CgKCAQEA5JGpCR+R2x5HUOsF7V55hC3rNqJXTFXsixmJ3vlLbPUHqyIwAugYPvhQCdN/
	QaiY+dHKZpwkaxHQo7vkGyrDH5WeegykR4tb1BY3M8vED03OFGnRyRly9V0O1X9fm/Il
	A7pVj01dDfFkNSMVSxVZHbOU9/acns9QusFYUGePCLQg98usLCBvcLY/ATCMt0PPD509
	8ytJKBrI/s61uQ7ZXhzWyz21Oq30Dw4AkguxIRYudNU8DdtiFqujcZJHU1XBry9Bs/j7
	43DN5qNMRX4fTGtQlkGJxHRiCxCDQYczioGxMFjsWgQyjGizjx3eZXP/Z15lvEnYdp8z
	FGWhd5TJLQIDAQABo4IBejCCAXYwDgYDVR0PAQH/BAQDAgEGMA8GA1UdEwEB/wQFMAMB
	Af8wHQYDVR0OBBYEFCvQaUeUdgn+9GuNLkCm90dNfwheMB8GA1UdIwQYMBaAFCvQaUeU
	dgn+9GuNLkCm90dNfwheMIIBEQYDVR0gBIIBCDCCAQQwggEABgkqhkiG92NkBQEwgfIw
	KgYIKwYBBQUHAgEWHmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9hcHBsZWNhLzCBwwYIKwYB
	BQUHAgIwgbYagbNSZWxpYW5jZSBvbiB0aGlzIGNlcnRpZmljYXRlIGJ5IGFueSBwYXJ0
	eSBhc3N1bWVzIGFjY2VwdGFuY2Ugb2YgdGhlIHRoZW4gYXBwbGljYWJsZSBzdGFuZGFy
	ZCB0ZXJtcyBhbmQgY29uZGl0aW9ucyBvZiB1c2UsIGNlcnRpZmljYXRlIHBvbGljeSBh
	bmQgY2VydGlmaWNhdGlvbiBwcmFjdGljZSBzdGF0ZW1lbnRzLjANBgkqhkiG9w0BAQUF
	AAOCAQEAXDaZTC14t+2Mm9zzd5vydtJ3ME/BH4WDhRuZPUc38qmbQI4s1LGQEti+9HOb
	7tJkD8t5TzTYoj75eP9ryAfsfTmDi1Mg0zjEsb+aTwpr/yv8WacFCXwXQFYRHnTTt4sj
	O0ej1W8k4uvRt3DfD0XhJ8rxbXjt57UXF6jcfiI1yiXV2Q/Wa9SiJCMR96Gsj3OBYMYb
	WwkvkrL4REjwYDieFfU9JmcgijNq9w2Cz97roy/5U2pbZMBjM3f3OgcsVuvaDyEO2rpz
	GU+12TZ/wYdV2aeZuTJC+9jVcZ5+oVK3G72TQiQSKscPHbZNnF5jyEuAF1CqitXa5PzQ
	CQc3sHV1IQ==
	</data>
	<key>FairPlaySignature</key>
	<data>
	PT9Aa/8FwoHgV77LVvQNMgXxUb6NViAdtQsqaN7UnIAwm1HzV7rMexNlSTTg3hNnh835
	5IQ37CZ1IrcuzTAHL1Tfb7kX4c4oCitBsAb6m1xDbmfr9tsF/uUlnjBv3MceTsLneFpv
	TNN1GOBePv/DQgrQkjj7R2Jp3CH/7tYorME=
	</data>
	<key>RKCertification</key>
	<data>
	MIIEPgIBAjCCBDcEIP4C3sqQtP1S2hwBZzCoHcsoH2xNu5c+a4Q45oJ1MKF3BEEEnkvP
	KYk7xYOsFywMuNXe+4/6/fxlSnoYLVuvx2UW6XeWdPxunqV1xPqZOAE0VTTWB+UwB865
	KfPqOPEH7V20nQQQFqlwnPALcomEq3Qn9iJX8QQQI4MA427DfrR6aerDANU4bASCA6ox
	rZgDCqOBNQM++HPZhcXl1rkUxf27kN4cu5febTNW4VDe4aCPigTBhtyp03SaNCy6XwuD
	qxnf7zBDFLhdCWVNZKaVzDv95CxGzinmFi1UbvVL9mltVCQr7nvK/oZWs9s9k2guRNHW
	CkvfD6z5XODtGOv7OzUfp8ImJTEIVUi2LUqfb8riFMRsKEphiq17qHu9Gx5qAnJTvM9W
	GY0oJgkP8h3bq7L3wfzFMZSFmWg8BtzzeK5IUEbeNbWdn//c60Ogy/dwejECcS/CmzlT
	j0Jq7vGj+en8zs6a8hI/SBzfJcYuBNJZXcDdprAtQooTkvh/QXL4lECBqc5M7LrIxVsS
	DTQY8Tn14/bYZmMCDh1eqJan9wFCWwtMe74kbI+9gwNvs3scM3HpX0aaNs3RRee8EFMq
	j3WwwoTHqsixfw0ERhzVfkrwWndU+6TQESv7Z2KpmAmsTAHGHdK/0o91toqBknKWDhSd
	HvECqQRmyHHUFpR6EuAVuGgLyIRd7L3TAZPRWm9L7wATx1cupo6eOJEyGnF9P17G/WR5
	Gf6sY5/CrtV6pSLIMwW4LJWpAJZGPFLpwqxXa007BRP3YIwmdvYpy1TxoEFOko1r6HuM
	6xiVd74mYKI2LYFcbwlwS0giqGiJH4PpZD4ZPqS99kZlF3yjf1oczGKmeeM0I+MsuYT+
	IwdMadpFeeBDCz/kXrQYT79+8oTj+cBWuvctySqFeBTZm+uqPCiFujFUs7lFtNFAgGni
	Yj+e2THOBWPULv02IBwwZghcm3Sqgkdg2pRFuU0L7MMoU1rSTdVd1phzisrcWMDocxsp
	S5ZlPcHpEPhK1tmClq2NAhiG/9RLA/E6qLRH1DuakQ7s5kaWqhFxJCgcabYM3ua3unPh
	1D8FC9sBRT+7c9rJOay2b85H9aUE3n9gL1GoZOl4u1585K5yX8xE7OFSZD5khtYS0p78
	aJAqCuTKmxDxEvd4wCsmzsX2XDw7FQ3D8rBTGnmT8ISIGNclsq22If7nscqv1uSnkYga
	CaMIbRiMpqvYjM6vvYrnxXuyR+SJS/tj8/YjKV4v5inxbFnsD/jLpUsQAzjxC6ydu3Uo
	crMcm0DozJtBTPFVUSh6uNKYa/ImKLZ0h7M2prsaYYkSt2nfu2N8ouV6PktY6/BG8H+8
	AfAIcNH5migwRU5bt7lrhSpUtSSqADFjvEIBM+V5TCfKMizfuDNEp6Gx8D9BBrdqCdEs
	wd1srUm4yl2XZZFD+vaCDHBxwQ==
	</data>
	<key>RKSignature</key>
	<data>
	MEUCIGvUp2pmuOpnZivgoloOPXUzAaKDoIfP2BQiFgecoiSsAiEAm5UfUvs8siBvUGky
	03pazzBwUL9Rhvp+Wd8KaAvmJWM=
	</data>
	<key>serverKP</key>
	<data>
	A05R4OoqhIV/gKxjX8CMU5lCPwJzgibztKpyvjM7n/k0/h48wWqrG74RGgXz9nQN6SsL
	Yf1c+0HQsbq1u3ecIXY55IFU
	</data>
	<key>signActRequest</key>
	<data>
	e0/zwE+uIiOdVSnQVNO01Q==
	</data>
</dict>
--4A6BCE41E48D9AC90C5064C02308EA9B
Content-Disposition: form-data; name="InStoreActivation"

false
--4A6BCE41E48D9AC90C5064C02308EA9B--
